City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Burnie,AU,-41.0667,145.9167,72.95,73,98,9.55,overcast clouds
349,Visby,SE,57.6409,18.296,37.81,87,100,18.41,overcast clouds
350,Mamonit,PH,15.5859,120.3972,83.1,61,100,7.2,overcast clouds
351,Vawkavysk,BY,53.1561,24.4513,34.72,97,100,15.84,snow
352,Kalyazin,RU,57.2403,37.8433,26.02,96,100,11.34,light snow
353,Bayeux,BR,-7.125,-34.9322,77.63,88,20,4.61,few clouds
354,Nizhniy Kuranakh,RU,58.8353,125.4869,-36.11,94,100,2.04,overcast clouds
355,Sao Raimundo Nonato,BR,-9.0153,-42.6994,75.69,57,100,2.86,overcast clouds
356,Ahuimanu,US,21.4447,-157.8378,81.79,74,20,10.36,few clouds
357,Alihe,CN,50.5667,123.7167,-8.07,83,61,2.24,broken clouds
358,Christchurch,NZ,-43.5333,172.6333,70.92,65,100,18.41,overcast clouds
359,Tazovskiy,RU,67.4667,78.7,-24.48,92,96,9.71,overcast clouds
360,Smolenka,RU,52.1352,113.4974,-3.93,65,43,6.71,scattered clouds
361,Vao,NC,-22.6667,167.4833,75.79,69,100,15.41,overcast clouds
362,Kijang,KR,35.2442,129.2139,40.98,33,99,4.29,overcast clouds
363,Thinadhoo,MV,0.5333,72.9333,79.2,68,93,3.2,overcast clouds
364,Kyren,RU,51.6828,102.1408,7.65,80,100,2.91,overcast clouds
365,Blarney,IE,51.9333,-8.5667,31.39,80,40,6.91,scattered clouds
366,Bethel,US,41.3712,-73.414,35.96,59,0,6.91,clear sky
367,Beringovskiy,RU,63.05,179.3167,-5.44,90,100,20.71,overcast clouds
368,Campbell River,CA,50.0163,-125.2446,43.18,100,100,8.05,mist
369,Manadhoo,MV,5.7667,73.3833,80.13,78,24,12.5,few clouds
370,Yaya,RU,56.206,86.44,15.21,92,100,13.35,overcast clouds
371,Kuala Lipis,MY,4.1842,102.0468,78.87,67,99,2.71,overcast clouds
372,Ancud,CL,-41.8697,-73.8203,52.57,85,99,3.4,overcast clouds
373,Srandakan,ID,-7.9386,110.2506,81.61,77,99,5.64,overcast clouds
374,Doctor Arroyo,MX,23.6667,-100.1833,61.03,19,52,4.09,broken clouds
375,General Pico,AR,-35.6566,-63.7568,77.52,31,3,7.34,clear sky
376,Khulna,BD,22.8135,89.5672,67.26,50,0,6.85,clear sky
377,Kurilsk,RU,45.2333,147.8833,17.92,69,100,14.58,overcast clouds
378,Khasan,RU,42.4308,130.6434,21.29,58,49,0.27,scattered clouds
379,Dalen,NL,52.6992,6.7556,37.51,92,100,13.0,light rain
380,Kiboga,UG,0.9161,31.7742,63.28,55,91,1.34,overcast clouds
381,San Juan,AR,-31.5375,-68.5364,84.09,32,100,13.09,overcast clouds
382,Bilma,NE,18.6853,12.9164,58.44,29,7,9.04,clear sky
383,Trelew,AR,-43.249,-65.3051,66.13,54,100,9.84,overcast clouds
384,Chulman,RU,56.8479,124.9104,-35.07,93,100,3.6,overcast clouds
385,Tokur,RU,53.1333,132.9,-20.72,91,100,3.04,overcast clouds
386,Tocopilla,CL,-22.092,-70.1979,69.08,74,5,0.63,clear sky
387,Yulara,AU,-25.2406,130.9889,97.68,21,2,6.6,clear sky
388,Codrington,AU,-38.2667,141.9667,98.38,19,93,9.78,overcast clouds
389,Punta Alta,AR,-38.8759,-62.0736,73.54,39,30,15.46,scattered clouds
390,Makakilo City,US,21.3469,-158.0858,80.62,64,0,12.66,clear sky
391,Olga,RU,43.7444,135.2892,15.94,42,23,3.74,few clouds
392,Ust-Maya,RU,60.4167,134.5333,-48.01,94,100,0.34,overcast clouds
393,Birobidzhan,RU,48.8,132.95,-6.56,89,71,2.17,broken clouds
394,Laizhou,CN,37.1717,119.9214,33.06,34,100,8.86,overcast clouds
395,Esil,KZ,51.9556,66.4042,-12.14,78,19,2.13,few clouds
396,Rjukan,NO,59.8789,8.5941,30.04,96,100,5.88,light snow
397,Tiruchchendur,IN,8.4833,78.1167,75.33,77,72,13.98,broken clouds
398,Vostok,RU,46.4856,135.8833,-1.23,81,93,4.54,overcast clouds
399,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.39,99,95,1.5,overcast clouds
400,Boguchany,RU,58.3814,97.4531,-2.78,98,100,4.16,overcast clouds
401,Bandarbeyla,SO,9.4942,50.8122,74.61,75,71,13.82,broken clouds
402,Sarno,IT,40.8108,14.6198,57.67,91,100,10.94,overcast clouds
403,Necochea,AR,-38.5473,-58.7368,61.61,89,7,11.23,clear sky
404,Verkhovazhye,RU,60.7472,42.0465,22.69,91,100,10.6,overcast clouds
405,Beyneu,KZ,45.3167,55.2,27.45,71,100,10.8,overcast clouds
406,Rocha,UY,-34.4833,-54.3333,63.21,94,0,6.55,clear sky
407,Manuk Mangkaw,PH,4.8,119.85,81.52,77,77,9.06,broken clouds
408,Kavadarci,MK,41.4331,22.0119,44.24,89,100,4.68,overcast clouds
409,Sokoni,TZ,-6.4333,39.55,80.76,77,45,9.51,scattered clouds
410,Santiago De Cao,PE,-7.9589,-79.2392,66.33,88,98,5.75,fog
411,Libertador General San Martin,AR,-23.8064,-64.7876,81.97,48,98,2.73,overcast clouds
412,Airai,TL,-8.9266,125.4092,74.39,60,67,3.98,broken clouds
413,Mopipi,BW,-21.1833,24.8833,72.01,62,28,11.77,scattered clouds
414,Kehtna,EE,58.9303,24.8781,32.92,96,73,6.33,broken clouds
415,Eyl,SO,7.9803,49.8164,73.09,76,14,11.97,few clouds
416,Zedelgem,BE,51.1262,3.1372,36.9,88,29,3.0,scattered clouds
417,Morros,BR,-9.4467,-46.3003,72.34,83,100,2.3,overcast clouds
418,Aswan,EG,24.0934,32.907,53.22,54,18,7.83,few clouds
419,Chau Doc,VN,10.7,105.1167,81.0,63,49,5.17,scattered clouds
420,Saint Pete Beach,US,27.7253,-82.7412,55.4,71,0,5.75,clear sky
421,Monrovia,LR,6.3005,-10.7969,77.63,84,56,2.8,light rain
422,Hambantota,LK,6.1241,81.1185,77.81,81,100,13.89,moderate rain
423,Yumen,CN,40.2833,97.2,10.85,72,2,21.47,clear sky
424,Linxia,CN,35.6003,103.2064,15.58,56,100,2.26,overcast clouds
425,Araripe,BR,-7.2125,-40.0461,66.69,72,100,2.3,overcast clouds
426,Vryburg,ZA,-26.9566,24.7284,67.24,46,0,6.69,clear sky
427,Takoradi,GH,4.8845,-1.7554,79.05,80,19,2.04,few clouds
428,Skjervoy,NO,70.0311,20.9714,26.6,74,87,10.87,overcast clouds
429,Nouakchott,MR,18.0858,-15.9785,69.73,29,98,11.68,overcast clouds
430,Mangai,CD,-4.05,19.5333,66.43,99,100,1.34,light rain
431,Kutum,SD,14.2,24.6667,52.2,36,30,5.73,scattered clouds
432,Enshi,CN,30.3,109.4833,39.58,76,79,0.63,broken clouds
433,Cidreira,BR,-30.1811,-50.2056,74.01,82,68,11.41,broken clouds
434,Mankera,PK,31.3866,71.4407,46.47,17,0,4.05,clear sky
435,Uaua,BR,-9.8414,-39.4817,71.76,76,100,8.28,overcast clouds
436,Villa Carlos Paz,AR,-31.4241,-64.4978,74.89,10,7,7.0,clear sky
437,Kieta,PG,-6.2167,155.6333,84.34,74,72,5.12,light rain
438,Verkhoyansk,RU,67.5447,133.385,-41.73,97,100,0.65,overcast clouds
439,Moose Factory,CA,51.2585,-80.6094,25.56,95,98,4.29,overcast clouds
440,Camacari,BR,-12.6975,-38.3242,78.57,87,97,4.03,overcast clouds
441,Mahon,ES,39.8885,4.2658,59.56,67,20,21.85,few clouds
442,San Quintin,MX,30.4833,-115.95,57.97,78,99,13.56,overcast clouds
443,Kudahuvadhoo,MV,2.6708,72.8944,78.85,75,55,4.34,broken clouds
444,Piacabucu,BR,-10.4056,-36.4344,76.68,79,100,6.53,overcast clouds
445,Verkhniy Baskunchak,RU,48.2256,46.7217,16.07,78,4,8.03,clear sky
446,Palm Springs,US,33.8303,-116.5453,58.69,68,0,6.91,clear sky
447,College,US,64.8569,-147.8028,3.15,81,75,0.0,broken clouds
448,Anadyr,RU,64.75,177.4833,-8.9,70,0,2.24,clear sky
449,Vila Velha,BR,-20.3297,-40.2925,76.95,92,75,4.61,mist
450,Valparaiso,CL,-33.0393,-71.6273,63.48,100,0,2.3,clear sky
451,Chake Chake,TZ,-5.2459,39.7666,76.89,85,42,7.16,light rain
452,Baykit,RU,61.67,96.37,-24.74,96,100,5.77,overcast clouds
453,Luquillo,PR,18.3725,-65.7166,77.02,73,75,6.91,broken clouds
454,San Ramon,US,37.7799,-121.978,50.34,82,0,6.91,clear sky
455,Puga,MX,21.5833,-104.8167,58.19,58,98,1.03,overcast clouds
456,Katsuura,JP,35.1333,140.3,47.68,61,97,7.38,overcast clouds
457,Vanavara,RU,60.34,102.2797,-23.53,96,100,9.53,overcast clouds
458,Grajau,BR,-5.8194,-46.1386,70.36,97,97,3.18,overcast clouds
459,Lively,CA,46.4334,-81.1498,21.02,70,96,4.29,overcast clouds
460,Tilichiki,RU,60.4667,166.1,-18.26,94,17,8.12,few clouds
461,Suntar,RU,62.1444,117.6319,-33.25,95,100,3.65,overcast clouds
462,Oktyabrskiy,RU,54.4815,53.471,-1.8,83,88,4.63,overcast clouds
463,Sandwick,GB,60.0,-1.25,37.22,81,75,28.77,light rain
464,Barmer,IN,25.75,71.3833,47.91,18,0,7.14,clear sky
465,Teguldet,RU,57.3064,88.1667,16.45,93,100,10.74,light snow
466,Ust-Nera,RU,64.5667,143.2,-21.46,97,100,6.53,overcast clouds
467,Sarlat-La-Caneda,FR,44.889,1.2166,39.74,97,100,8.63,overcast clouds
468,Saint-Pierre,RE,-21.3393,55.4781,79.92,69,0,5.75,clear sky
469,Belaya Gora,RU,68.5333,146.4167,-35.7,100,100,0.31,overcast clouds
470,Evensk,RU,61.95,159.2333,-0.45,77,100,7.09,overcast clouds
471,Seoul,KR,37.5683,126.9778,27.84,29,100,1.72,overcast clouds
472,Manama,BH,26.2154,50.5832,66.92,93,75,2.3,broken clouds
473,Whitehorse,CA,60.7161,-135.0538,19.81,91,100,13.0,overcast clouds
474,Sikandra,IN,26.3667,79.65,46.18,56,0,3.89,clear sky
475,Swabi,PK,34.1199,72.4699,38.48,34,0,4.16,clear sky
476,Yamethin,MM,20.4333,96.15,74.25,32,0,4.79,clear sky
477,Labuan,MY,5.2767,115.2417,79.41,78,18,4.81,few clouds
478,Norsup,VU,-16.0667,167.3833,84.29,72,80,9.13,moderate rain
479,Danjiangkou,CN,32.5428,111.5086,42.44,26,16,13.96,few clouds
480,Gaya,IN,24.7833,85.0,52.14,36,0,3.87,clear sky
481,Huarmey,PE,-10.0681,-78.1522,70.25,76,100,7.58,overcast clouds
482,Pangnirtung,CA,66.1451,-65.7125,-32.28,77,4,4.92,clear sky
483,Ngunguru,NZ,-35.6167,174.5,67.28,67,0,13.8,clear sky
484,Dzilam Gonzalez,MX,21.2833,-88.9333,69.76,69,3,8.99,clear sky
485,Port Lincoln,AU,-34.7333,135.8667,70.05,89,100,9.06,light rain
486,Cocoa,US,28.3861,-80.742,58.01,83,0,0.0,clear sky
487,Hanzhong,CN,33.0728,107.0303,34.81,39,89,0.76,overcast clouds
488,Porto Novo,BJ,6.4965,2.6036,74.84,87,5,3.71,clear sky
489,Kargasok,RU,59.0556,80.8572,10.98,94,100,9.86,overcast clouds
490,Akdepe,TM,42.0551,59.3788,20.34,53,93,8.7,overcast clouds
491,Dubai,AE,25.2582,55.3047,66.13,77,31,6.91,scattered clouds
492,Ishigaki,JP,24.3448,124.1572,65.21,71,98,17.34,overcast clouds
493,Tiznit,MA,29.5833,-9.5,51.8,67,0,1.36,clear sky
494,Halifax,CA,44.6453,-63.5724,46.47,98,100,5.99,overcast clouds
495,Moranbah,AU,-22.0016,148.0466,69.94,94,100,27.83,overcast clouds
496,Camocim,BR,-2.9022,-40.8411,73.53,91,100,9.01,overcast clouds
497,Kimbe,PG,-5.5502,150.1429,82.26,75,100,1.79,overcast clouds
498,Westport,US,41.1415,-73.3579,37.38,59,20,11.5,few clouds
499,East Stroudsburg,US,40.9995,-75.1813,36.81,56,3,1.01,clear sky
500,Saint-Joseph,RE,-21.3667,55.6167,75.11,77,34,12.46,scattered clouds
501,Comodoro Rivadavia,AR,-45.8667,-67.5,66.2,50,44,10.07,scattered clouds
502,Chissamba,AO,-12.1667,17.3333,61.56,95,100,3.44,overcast clouds
503,La Tuque,CA,47.4334,-72.7824,6.55,96,99,4.18,overcast clouds
504,Bennington,US,42.8781,-73.1968,30.25,69,100,9.22,overcast clouds
505,Bodmin,GB,50.4715,-4.7243,37.44,100,75,11.5,heavy snow
506,Taksimo,RU,56.3444,114.8794,-16.28,84,50,1.3,scattered clouds
507,Tessalit,ML,20.1986,1.0114,61.66,21,3,8.32,clear sky
508,Pombia,IT,45.653,8.6336,37.26,92,75,5.75,fog
509,Angoche,MZ,-16.2325,39.9086,76.05,90,100,5.46,light rain
510,Ayagoz,KZ,47.9714,80.4392,-5.82,84,67,1.9,broken clouds
511,Vyborg,RU,60.7076,28.7528,34.93,94,85,7.61,overcast clouds
512,Zarate,AR,-34.0981,-59.0286,79.83,61,68,4.0,broken clouds
513,Watrous,CA,51.6668,-105.4679,2.41,98,100,4.23,overcast clouds
514,Isangel,VU,-19.55,169.2667,81.88,61,98,12.64,overcast clouds
515,Kibakwe,TZ,-6.7167,36.3667,61.29,96,26,2.77,scattered clouds
516,Brewster,US,41.3973,-73.6171,35.46,63,0,6.91,clear sky
517,Carmen,MX,18.6333,-91.8333,75.24,78,0,6.91,clear sky
518,Voi,KE,-3.3945,38.563,70.07,91,82,1.97,broken clouds
519,Tangier,MA,35.7806,-5.8137,58.35,100,75,11.5,broken clouds
520,Siniscola,IT,40.5719,9.6922,58.55,78,100,9.19,overcast clouds
521,Popondetta,PG,-8.7537,148.2534,91.18,51,100,4.81,overcast clouds
522,Tecoanapa,MX,16.5167,-98.75,76.64,81,4,5.66,clear sky
523,Ambilobe,MG,-13.2,49.05,71.58,94,97,3.13,overcast clouds
524,Havelock,US,34.8791,-76.9013,47.93,54,97,1.01,overcast clouds
525,Barabinsk,RU,55.3571,78.357,7.9,95,98,8.77,overcast clouds
526,Sembe,CG,1.6481,14.5806,70.56,66,100,0.36,overcast clouds
527,Buraydah,SA,26.326,43.975,55.85,52,74,16.67,broken clouds
528,Saldanha,ZA,-33.0117,17.9442,61.77,95,3,8.99,clear sky
529,High Level,CA,58.5169,-117.136,10.71,97,100,4.36,overcast clouds
530,Havoysund,NO,70.9963,24.6622,34.03,98,100,5.75,light snow
531,Kapit,MY,2.0167,112.9333,86.94,61,52,0.94,broken clouds
532,Clyde River,CA,70.4692,-68.5914,-10.97,77,100,5.75,light snow
533,Tandil,AR,-37.3217,-59.1332,68.68,95,0,12.01,clear sky
534,Haines Junction,CA,60.7522,-137.5108,16.38,97,100,1.99,overcast clouds
535,Jiuquan,CN,39.7432,98.5174,13.03,66,67,3.0,broken clouds
536,Alamogordo,US,32.8995,-105.9603,49.01,78,100,12.66,overcast clouds
537,Ciudad Del Maiz,MX,22.4,-99.6,60.58,44,98,3.87,overcast clouds
538,Markova,UA,48.6758,24.4138,36.7,84,95,3.67,overcast clouds
539,Mandi Bahauddin,PK,32.5834,73.4843,44.64,29,0,2.71,clear sky
540,Pijijiapan,MX,15.7011,-93.23,70.36,76,2,3.62,clear sky
541,Gediz,TR,39.0417,29.41,37.87,89,24,7.25,few clouds
542,Batemans Bay,AU,-35.7167,150.1833,77.09,56,0,13.47,clear sky
543,Karoi,ZW,-16.8099,29.6925,61.29,98,100,5.28,overcast clouds
544,Tutora,RO,47.1333,27.7833,44.1,81,0,10.36,clear sky
545,Weston,US,26.1004,-80.3998,60.82,67,0,0.0,clear sky
546,Semnan,IR,35.5729,53.3971,31.71,71,0,1.74,clear sky
547,Tual,ID,-5.6667,132.75,83.41,72,99,8.28,overcast clouds
548,Pisco,PE,-13.7,-76.2167,71.65,78,0,3.44,clear sky
549,Sioux Lookout,CA,50.1001,-91.917,32.07,100,100,3.44,mist
550,Kupang,ID,-10.1667,123.5833,83.66,72,92,7.14,overcast clouds
551,Khani,GE,41.9563,42.9566,38.77,66,88,6.89,overcast clouds
552,Key West,US,24.5557,-81.7826,69.8,71,0,6.91,clear sky
553,Faaa,PF,-17.55,-149.6,83.95,61,75,3.44,broken clouds
554,Olafsvik,IS,64.8945,-23.7142,28.47,73,66,19.57,broken clouds
555,Byron Bay,AU,-28.65,153.6167,82.94,59,4,10.42,clear sky
556,Kumano,JP,34.3442,132.5894,45.52,61,100,2.86,overcast clouds
557,Capitan Bado,PY,-23.2667,-55.5333,72.19,75,21,5.44,few clouds
558,San Carlos,VE,9.6612,-68.5827,73.72,76,9,4.5,clear sky
559,Kirya,TZ,-3.9167,37.4833,66.51,83,7,2.86,clear sky
560,Kosonsoy,UZ,41.2561,71.5508,5.56,61,0,7.2,clear sky
561,Chiredzi,ZW,-21.05,31.6667,69.06,98,100,5.39,overcast clouds
562,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.91,81,100,5.44,overcast clouds
563,Zeya,RU,53.75,127.2667,-20.94,89,62,1.36,broken clouds
564,Shatki,RU,55.1887,44.1249,16.56,94,95,9.84,overcast clouds
565,Troutdale,US,45.5393,-122.3873,46.72,87,100,5.01,overcast clouds
566,High Rock,BS,26.6208,-78.2833,57.22,53,0,2.73,clear sky
567,San Nicolas,PH,18.1725,120.5953,80.96,65,83,16.8,broken clouds
568,Catumbela,AO,-12.4314,13.5472,77.67,75,100,3.06,overcast clouds
569,Bardsir,IR,29.9227,56.5743,42.42,71,98,2.89,overcast clouds
570,Togur,RU,58.3631,82.8265,13.68,93,100,11.72,overcast clouds
571,Husavik,IS,66.0449,-17.3389,28.45,92,100,21.45,snow
572,Hastings,GB,50.8552,0.5729,29.52,69,92,3.31,overcast clouds
573,Dubrovnik,HR,42.6481,18.0922,58.64,67,75,14.97,broken clouds
574,Viedma,AR,-40.8135,-62.9967,72.57,34,98,4.56,overcast clouds
575,Terenos,BR,-20.4422,-54.8603,76.71,83,75,9.22,light rain
576,Awbari,LY,26.5921,12.7805,50.45,42,0,6.67,clear sky
577,Umm Kaddadah,SD,13.6017,26.6876,57.69,34,36,14.72,scattered clouds
578,General Roca,AR,-39.0333,-67.5833,74.08,57,100,10.4,overcast clouds
579,Hovd,MN,48.0056,91.6419,3.4,61,100,1.92,overcast clouds
580,Tibiri,NE,13.5627,7.0485,58.87,27,100,10.74,overcast clouds
581,Tarija,BO,-21.5355,-64.7296,68.34,54,100,2.19,overcast clouds
582,Dingle,PH,10.9995,122.6711,82.33,82,62,8.84,broken clouds
583,Gimli,CA,50.6336,-96.9907,13.23,96,100,13.71,overcast clouds
584,Kedrovyy,RU,56.1667,91.8167,10.87,94,100,12.82,light snow
585,Muroto,JP,33.2833,134.15,49.15,64,86,11.05,overcast clouds
586,Aqtobe,KZ,50.2797,57.2072,1.49,66,0,8.95,clear sky
587,Dillon,US,34.4166,-79.3712,49.87,54,100,6.69,overcast clouds
588,Grand Gaube,MU,-20.0064,57.6608,79.38,68,25,8.99,light rain
589,Kumba,CM,4.6363,9.4469,70.54,85,100,2.15,overcast clouds
590,Linfen,CN,36.0889,111.5189,30.63,33,76,8.63,broken clouds
591,Borgarnes,IS,64.5383,-21.9206,12.07,97,26,10.09,scattered clouds
592,Mutoko,ZW,-17.397,32.2268,62.98,94,100,3.27,light rain
593,Chambas,CU,22.1928,-78.9136,61.11,79,0,4.81,clear sky
594,Filingue,NE,14.3521,3.3168,63.46,18,43,10.42,scattered clouds
595,Richards Bay,ZA,-28.783,32.0377,70.77,91,74,9.57,broken clouds
596,Yakeshi,CN,49.2833,120.7333,-8.84,95,100,10.85,overcast clouds
597,Sadao,TH,6.6388,100.4234,80.42,67,93,7.49,overcast clouds
598,Kadyy,RU,57.787,43.1903,15.35,94,100,9.44,overcast clouds
599,Moree,AU,-29.4667,149.85,90.21,27,0,7.09,clear sky
600,Boa Vista,BR,2.8197,-60.6733,76.98,83,40,10.36,scattered clouds
601,Nabire,ID,-3.3667,135.4833,86.54,65,78,6.26,broken clouds
602,Penzance,GB,50.1186,-5.5371,38.08,81,100,13.67,overcast clouds
603,Plettenberg Bay,ZA,-34.0527,23.3716,69.31,94,85,4.56,overcast clouds
604,Ola,RU,59.5833,151.2833,-5.48,81,100,11.79,overcast clouds
605,Margate,GB,51.3813,1.3862,29.7,75,97,1.99,overcast clouds
606,Port Shepstone,ZA,-30.7414,30.455,72.68,81,7,4.16,clear sky
607,Shiyan,CN,32.6475,110.7781,40.91,27,6,10.58,clear sky
608,Nizhniy Odes,RU,63.6445,54.856,15.53,91,100,12.3,overcast clouds
609,San-Pedro,CI,4.7485,-6.6363,75.47,92,3,4.38,clear sky
610,Alta Floresta,BR,-9.8756,-56.0861,71.02,95,100,1.21,overcast clouds
611,Saint Anthony,US,45.0205,-93.218,34.25,94,100,8.05,snow
612,Samoded,RU,63.6083,40.5111,27.12,90,99,13.11,overcast clouds
613,Krasnoarmeysk,RU,51.0239,45.6969,15.35,93,100,7.2,overcast clouds
614,Gornopravdinsk,RU,60.05,69.9,10.74,93,95,7.94,overcast clouds
615,Cockburn Town,TC,21.4612,-71.1419,74.01,54,0,9.73,clear sky
616,Nisia Floresta,BR,-6.0911,-35.2086,76.01,83,94,5.28,overcast clouds
617,Maldonado,UY,-34.6667,-54.9167,69.22,85,0,8.68,clear sky
618,Calbuco,CL,-41.768,-73.1273,54.61,78,100,15.88,overcast clouds
619,Reconquista,AR,-29.15,-59.65,80.17,45,63,5.17,broken clouds
620,Daru,PG,-9.0763,143.2092,85.89,65,100,2.84,overcast clouds
621,Prado,BR,-17.3411,-39.2208,74.7,91,14,5.64,few clouds
622,Constantine,DZ,36.365,6.6147,47.61,61,40,18.41,scattered clouds
623,Acapulco,MX,16.8634,-99.8901,76.82,78,20,4.61,few clouds
624,Narsaq,GL,60.9167,-46.05,7.02,64,26,11.79,scattered clouds
625,Morant Bay,JM,17.8815,-76.4093,74.82,79,5,8.77,clear sky
626,Inuvik,CA,68.3499,-133.7218,-18.2,100,91,0.25,overcast clouds
627,Xiongzhou,CN,25.1167,114.3,43.09,58,98,5.1,overcast clouds
628,Komsomolskiy,UZ,40.4272,71.7189,11.12,79,3,2.3,mist
629,Bathsheba,BB,13.2167,-59.5167,77.61,78,20,16.11,few clouds
630,Karratha,AU,-20.7377,116.8463,87.71,59,53,11.36,broken clouds
631,Champerico,GT,14.3,-91.9167,77.18,72,5,6.93,clear sky
632,Xining,CN,36.6167,101.7667,8.22,82,95,1.14,overcast clouds
633,Marion,US,39.7684,-86.1555,50.52,96,100,9.22,light intensity drizzle
634,Semirom,IR,31.4167,51.5667,27.75,95,97,2.28,overcast clouds
635,Rabo De Peixe,PT,37.8,-25.5833,56.71,72,75,6.91,broken clouds
636,Nantucket,US,41.2835,-70.0995,35.65,88,100,16.11,light snow
637,Kruisfontein,ZA,-34.0033,24.7314,67.89,95,100,9.4,overcast clouds
638,Juegang,CN,32.3174,121.1855,36.93,39,6,7.02,clear sky
639,Jieshi,CN,22.8134,115.8257,54.34,63,99,9.75,overcast clouds
640,Svetlogorsk,BY,52.6333,29.7333,33.94,98,100,15.1,light snow
641,Naron,ES,43.5167,-8.1528,50.9,78,66,26.35,broken clouds
642,Camopi,GF,3.1655,-52.3158,70.92,99,100,1.79,overcast clouds
643,Sorland,NO,67.667,12.6934,35.46,76,100,13.31,overcast clouds
644,Tutoia,BR,-2.7619,-42.2744,74.05,89,100,7.72,overcast clouds
645,Moen,NO,69.1304,18.6123,23.86,93,75,1.14,light snow
646,Rumonge,BI,-3.9736,29.4386,70.65,84,100,1.88,overcast clouds
647,Plessisville,CA,46.2186,-71.762,22.35,97,100,2.44,overcast clouds
648,Edgewater,US,28.9889,-80.9023,54.09,100,0,0.0,clear sky
649,Pelym,RU,61.0108,61.9978,5.52,82,6,7.52,clear sky
650,Kizlyar,RU,43.8469,46.715,36.55,88,84,8.61,broken clouds
651,Haradok,BY,55.4624,29.9816,30.02,97,100,10.54,light snow
652,Moron,AR,-34.6534,-58.6198,83.97,52,63,11.1,broken clouds
653,Uinskoye,RU,56.8817,56.5813,-1.23,86,1,5.44,clear sky
654,Huilong,CN,31.8111,121.655,37.22,42,7,7.07,clear sky
655,Honningsvag,NO,70.9821,25.9704,33.55,86,100,5.75,overcast clouds
656,Zarya,RU,55.7553,38.0958,28.78,95,100,11.32,light snow
657,Berdigestyakh,RU,62.0989,126.6992,-46.64,99,99,0.72,overcast clouds
658,Mao,ES,39.8885,4.2658,59.56,67,0,27.63,clear sky
659,Erzin,TR,36.9559,36.2,49.98,81,95,3.67,overcast clouds
660,Paamiut,GL,61.994,-49.6678,5.76,70,100,14.36,overcast clouds
661,Bushehr,IR,28.9684,50.8385,60.89,94,100,11.5,overcast clouds
662,Saryg-Sep,RU,51.5,95.6,1.63,96,100,1.45,light snow
663,Etla,MX,17.0608,-96.7944,57.45,61,11,2.04,few clouds
664,Launceston,AU,-41.45,147.1667,80.24,56,75,13.8,broken clouds
665,Cururupu,BR,-1.8283,-44.8683,72.5,96,97,1.7,overcast clouds
666,Puerto Carreno,CO,6.189,-67.4859,80.64,64,94,4.97,overcast clouds
667,Nyagan,RU,62.1406,65.3936,14.67,88,16,9.42,few clouds
668,Little Chute,US,44.28,-88.3184,39.49,98,100,5.75,light rain
669,Zhuhai,CN,22.2769,113.5678,53.38,71,40,17.27,scattered clouds
670,Catalao,BR,-18.1658,-47.9464,66.6,88,100,3.53,overcast clouds
671,Ponta Delgada,PT,37.7333,-25.6667,56.12,76,75,5.75,broken clouds
672,Bitkine,TD,11.9801,18.2138,66.97,25,34,6.62,scattered clouds
673,Grand-Santi,GF,4.25,-54.3833,70.95,100,67,1.77,broken clouds
674,Biloela,AU,-24.4167,150.5,76.68,73,100,15.77,overcast clouds
675,Indiana,US,40.0003,-86.2503,48.96,94,100,12.66,light intensity drizzle
676,Mamontovo,RU,52.7055,81.6244,11.23,95,98,9.75,overcast clouds
677,Oktyabrskoye,RU,43.0645,44.7417,19.54,93,25,0.0,fog
678,Adre,TD,13.4667,22.2,60.46,25,43,13.44,scattered clouds
679,Broken Hill,AU,-31.95,141.4333,100.4,17,3,10.36,clear sky
680,Mingshui,CN,36.7167,117.5,34.84,40,44,9.69,scattered clouds
681,Zerbst,DE,51.9667,12.0833,42.28,75,100,17.18,overcast clouds
682,Nouadhibou,MR,20.931,-17.0347,67.98,40,97,12.66,overcast clouds
683,Lumding,IN,25.7535,93.1732,61.47,54,85,0.96,overcast clouds
684,Wanaka,NZ,-44.7,169.15,72.37,53,57,7.29,broken clouds
685,Outlook,CA,51.5001,-107.0513,10.58,95,100,5.26,overcast clouds
686,Olovyannaya,RU,50.95,115.5667,-4.04,87,16,8.63,few clouds
687,Dakoro,NE,14.5106,6.765,57.45,27,30,11.72,scattered clouds
688,Todos Santos,MX,23.45,-110.2167,65.3,81,72,7.63,broken clouds
689,Araouane,ML,18.9048,-3.5265,64.17,19,56,9.8,broken clouds
690,Hervey Bay,AU,-25.2986,152.8535,72.01,96,100,7.0,light rain
691,Berkakit,RU,56.5807,124.7681,-35.21,94,100,3.87,overcast clouds
692,Kristiansund,NO,63.1115,7.732,34.45,55,100,5.75,overcast clouds
693,Banda Aceh,ID,5.5577,95.3222,80.24,71,57,16.02,broken clouds
694,Gilgit,PK,35.9221,74.3087,11.62,55,2,4.47,clear sky
695,Cabedelo,BR,-6.9811,-34.8339,77.67,78,100,8.52,overcast clouds
696,Udachnyy,RU,66.4167,112.4,-49.56,71,100,4.38,overcast clouds
697,Atherton,GB,53.5237,-2.4935,32.9,91,15,1.99,few clouds
