City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Cairns,AU,2023-01-10 13:58:17,-16.9167,145.7667,80.06,95,75,0.0
296,Namatanai,PG,2023-01-10 14:02:10,-3.6667,152.4333,79.34,82,100,2.71
297,Sembe,CG,2023-01-10 14:02:10,1.6481,14.5806,96.71,23,70,2.66
298,Streetsboro,US,2023-01-10 14:01:29,41.2392,-81.3459,30.87,86,0,0.0
299,Saint-Augustin,CA,2023-01-10 14:02:11,51.226,-58.6502,3.85,77,99,9.57
300,Juneau,US,2023-01-10 14:02:12,58.3019,-134.4197,32.11,100,7,7.05
301,Saint-Francois,FR,2023-01-10 14:02:12,46.4154,3.9054,45.84,79,100,8.05
302,Winsum,NL,2023-01-10 13:58:24,53.33,6.5208,45.99,90,100,17.69
303,Boa Vista,BR,2023-01-10 14:02:13,2.8197,-60.6733,82.87,66,68,9.89
304,Ransang,PH,2023-01-10 14:02:14,8.9603,117.5828,76.98,82,100,1.97
305,Fairbanks,US,2023-01-10 14:02:15,64.8378,-147.7164,-12.44,99,95,1.34
306,Sobolevo,RU,2023-01-10 14:02:15,54.4299,31.8996,20.88,78,100,17.45
307,Clacton-On-Sea,GB,2023-01-10 14:02:16,51.7897,1.156,52.32,93,100,11.99
308,Morondava,MG,2023-01-10 14:02:17,-20.2833,44.2833,82.87,74,100,10.11
309,Gigmoto,PH,2023-01-10 14:02:17,13.7796,124.39,76.77,87,100,13.67
310,Praia Da Vitoria,PT,2023-01-10 14:02:18,38.7333,-27.0667,63.75,66,6,11.54
311,Karratha,AU,2023-01-10 14:02:18,-20.7377,116.8463,81.03,69,0,17.49
312,Panama City,PA,2023-01-10 14:00:56,8.9936,-79.5197,83.17,75,98,3.78
313,Oranjemund,NA,2023-01-10 13:59:43,-28.55,16.4333,69.51,66,10,15.28
314,Khani,GE,2023-01-10 14:02:20,41.9563,42.9566,33.37,75,2,6.55
315,Salinopolis,BR,2023-01-10 13:57:42,-0.6136,-47.3561,80.74,82,98,11.88
316,Carauari,BR,2023-01-10 14:02:20,-4.8828,-66.8958,80.02,76,100,2.73
317,Bubaque,GW,2023-01-10 14:02:21,11.2833,-15.8333,81.46,58,41,6.78
318,Fort-Shevchenko,KZ,2023-01-10 14:02:22,44.5086,50.263,12.13,84,9,18.75
319,Dwarka,IN,2023-01-10 14:02:23,22.2394,68.9678,72.3,54,0,9.33
320,Amboise,FR,2023-01-10 14:02:24,47.4125,0.9827,50.9,90,100,11.5
321,Kalmunai,LK,2023-01-10 14:02:25,7.4167,81.8167,74.7,75,4,10.65
322,Sahibganj,IN,2023-01-10 14:02:26,25.25,87.65,58.71,38,0,4.85
323,Kavali,IN,2023-01-10 14:02:26,14.9167,79.9833,71.8,75,3,6.51
324,Shache,CN,2023-01-10 14:02:27,38.4167,77.2406,30.79,32,22,5.5
325,Kathu,TH,2023-01-10 14:03:28,7.9178,98.3332,85.69,99,82,7.14
326,Casablanca,MA,2023-01-10 14:02:09,33.5928,-7.6192,70.02,69,0,10.96
327,Algiers,DZ,2023-01-10 14:00:08,36.7525,3.042,67.82,40,40,11.5
328,Mangrol,IN,2023-01-10 14:03:29,21.1167,70.1167,74.57,59,0,8.34
329,Awjilah,LY,2023-01-10 14:03:30,29.1081,21.2869,69.48,25,21,14.52
330,Rokytne,UA,2023-01-10 14:03:30,51.2796,27.214,29.57,89,100,14.07
331,Marawi,PH,2023-01-10 14:03:31,7.9986,124.2928,67.28,97,100,1.41
332,Ndioum,SN,2023-01-10 14:03:31,16.5129,-14.6471,86.18,7,90,16.42
333,Belmonte,BR,2023-01-10 14:03:32,-15.8631,-38.8828,84.36,62,88,7.05
334,Shingu,JP,2023-01-10 14:03:32,33.7333,135.9833,34.57,74,2,6.64
335,Miandrivazo,MG,2023-01-10 14:03:33,-19.5167,45.4667,87.33,60,94,7.43
336,Kahramanmaras,TR,2023-01-10 14:03:33,38.0,37.0,34.29,41,9,1.77
337,Laurel,US,2023-01-10 14:00:02,39.0993,-76.8483,38.95,75,0,5.75
338,Ferme-Neuve,CA,2023-01-10 14:02:48,46.7001,-75.4493,7.14,81,43,5.73
339,Parana,AR,2023-01-10 14:03:34,-31.732,-60.5238,92.5,41,0,7.56
340,Nouadhibou,MR,2023-01-10 14:03:35,20.931,-17.0347,70.84,48,0,7.78
341,Copparo,IT,2023-01-10 14:03:35,44.893,11.8249,55.06,58,0,8.25
342,Port Hedland,AU,2023-01-10 14:03:36,-20.3167,118.5667,80.65,83,75,14.97
343,Vredendal,ZA,2023-01-10 14:03:37,-31.6683,18.5012,84.96,27,8,17.94
344,Laguna,US,2023-01-10 14:03:37,38.421,-121.4238,55.38,78,75,16.11
345,Mandalgovi,MN,2023-01-10 14:03:38,45.7625,106.2708,23.07,59,6,8.88
346,Iqaluit,CA,2023-01-10 14:03:38,63.7506,-68.5145,-25.44,90,13,13.71
347,Barabinsk,RU,2023-01-10 14:03:39,55.3571,78.357,-21.1,97,78,9.37
348,Saint-Georges,GD,2023-01-10 14:03:39,12.0564,-61.7485,77.99,80,14,11.32
349,Sorland,NO,2023-01-10 14:03:40,67.667,12.6934,42.66,70,75,17.27
350,Portland,US,2023-01-10 14:02:33,45.5234,-122.6762,45.21,86,55,11.01
351,Sarmanovo,RU,2023-01-10 14:03:41,55.2553,52.5891,-8.72,99,8,4.0
352,Zyryanka,RU,2023-01-10 14:03:41,65.75,150.85,-53.45,100,50,4.99
353,Tonstad,NO,2023-01-10 14:03:41,58.6626,6.7169,42.21,100,100,6.04
354,Pundaguitan,PH,2023-01-10 14:03:42,6.3711,126.1689,79.93,80,100,4.56
355,Yarim,YE,2023-01-10 14:03:42,14.298,44.3779,59.47,51,11,7.14
356,Constitucion,CL,2023-01-10 14:03:43,-35.3333,-72.4167,68.36,64,98,6.2
357,Shahreza,IR,2023-01-10 14:03:43,32.0339,51.8794,32.59,99,100,1.83
358,Sorong,ID,2023-01-10 14:03:44,-0.8833,131.25,78.53,84,100,5.91
359,Campobasso,IT,2023-01-10 14:02:01,41.6333,14.5833,46.94,92,100,9.26
360,Pisco,PE,2023-01-10 14:03:44,-13.7,-76.2167,71.02,81,13,6.24
361,Reconquista,AR,2023-01-10 14:03:45,-29.15,-59.65,97.9,20,27,8.32
362,Svetlyy,RU,2023-01-10 14:03:45,54.675,20.1347,42.85,82,100,4.38
363,Kaitangata,NZ,2023-01-10 14:03:13,-46.2817,169.8464,56.32,94,100,4.03
364,Sinegorye,RU,2023-01-10 14:03:46,62.0788,150.477,-36.56,98,57,2.37
365,Port-De-Bouc,FR,2023-01-10 14:03:46,43.4,4.9833,55.62,46,0,26.46
366,Russell,US,2023-01-10 14:00:17,32.3502,-85.1999,41.0,93,40,0.0
367,Klaksvik,FO,2023-01-10 14:04:47,62.2266,-6.589,41.92,80,84,4.0
368,Ust-Kan,RU,2023-01-10 14:04:48,50.9276,84.761,-1.21,96,100,2.21
369,Lorengau,PG,2023-01-10 14:04:48,-2.0226,147.2712,80.94,79,100,3.8
370,San Luis,AR,2023-01-10 14:02:13,-33.295,-66.3356,90.54,20,16,18.63
371,Bar Harbor,US,2023-01-10 14:04:49,44.3876,-68.2039,31.1,69,100,13.0
372,Manono,CD,2023-01-10 14:04:49,-7.3,27.4167,83.77,58,100,3.29
373,Kurilsk,RU,2023-01-10 14:04:50,45.2333,147.8833,21.7,86,99,21.36
374,Natal,BR,2023-01-10 14:00:18,-5.795,-35.2094,85.71,54,41,12.46
375,Corinto,GR,2023-01-10 14:04:50,37.9407,22.9573,54.9,58,60,11.39
376,Osecina,RS,2023-01-10 14:04:51,44.3731,19.6014,39.11,97,100,8.21
377,Trincomalee,LK,2023-01-10 14:04:51,8.5711,81.2335,76.39,70,6,11.74
378,Bulungu,CD,2023-01-10 14:04:52,-4.55,18.6,86.56,53,74,3.56
379,Quirinopolis,BR,2023-01-10 14:04:52,-18.4483,-50.4517,71.04,91,100,5.55
380,Ahipara,NZ,2023-01-10 14:04:53,-35.1667,173.1667,63.23,87,98,13.02
381,Nelson Bay,AU,2023-01-10 14:04:53,-32.7167,152.15,72.0,75,85,7.0
382,Sisimiut,GL,2023-01-10 14:04:54,66.9395,-53.6735,4.01,88,14,9.71
383,Lebu,CL,2023-01-10 14:04:54,-37.6167,-73.65,59.97,68,4,17.96
384,Aklavik,CA,2023-01-10 14:04:55,68.2191,-135.0107,-24.03,95,33,3.36
385,Rota,ES,2023-01-10 14:04:55,36.6224,-6.3586,59.13,88,40,6.91
386,Winnemucca,US,2023-01-10 14:04:55,40.973,-117.7357,35.65,80,40,9.22
387,Ancud,CL,2023-01-10 14:04:56,-41.8697,-73.8203,54.64,67,0,5.12
388,Zarand,IR,2023-01-10 14:04:56,30.8127,56.564,40.01,97,100,6.82
389,Itoman,JP,2023-01-10 14:04:57,26.1247,127.6694,68.02,61,75,12.66
390,Hobyo,SO,2023-01-10 14:04:57,5.3505,48.5268,79.39,68,56,18.5
391,Biak,ID,2023-01-10 14:04:58,-0.9131,122.8766,76.6,83,100,1.77
392,Bangkalan,ID,2023-01-10 14:04:58,-7.0455,112.7351,84.15,81,93,3.62
393,Pascagoula,US,2023-01-10 14:04:59,30.3658,-88.5561,47.12,87,0,0.0
394,Nabire,ID,2023-01-10 14:04:59,-3.3667,135.4833,77.04,90,100,3.85
395,Savonlinna,FI,2023-01-10 14:05:00,61.8699,28.88,15.85,79,100,10.36
396,Santiago Del Estero,AR,2023-01-10 14:05:00,-27.7951,-64.2615,96.24,24,10,13.62
397,Rawson,AR,2023-01-10 14:01:21,-43.3002,-65.1023,66.49,94,75,8.05
398,Mogadishu,SO,2023-01-10 14:04:29,2.0371,45.3438,80.64,78,48,18.72
399,Garbolovo,RU,2023-01-10 14:05:01,60.3413,30.4955,24.3,94,100,11.23
400,Kodinsk,RU,2023-01-10 14:05:01,58.6881,99.1844,-10.86,89,100,11.72
401,Arawa,PG,2023-01-10 14:05:02,-6.2132,155.5367,78.19,91,100,2.84
402,Tabuk,PH,2023-01-10 14:05:03,17.4189,121.4443,68.4,91,50,3.96
403,Puerto Ayacucho,VE,2023-01-10 14:05:03,5.6639,-67.6236,80.62,75,99,0.29
404,Capoterra,IT,2023-01-10 14:05:04,39.1763,8.9718,58.53,50,20,26.46
405,Kruszwica,PL,2023-01-10 14:05:05,52.6756,18.3313,45.1,65,100,5.82
406,Rialma,BR,2023-01-10 14:05:06,-15.315,-49.5844,79.5,74,84,2.1
407,Kashi,CN,2023-01-10 14:05:06,39.4547,75.9797,30.97,34,92,4.43
408,Atambua,ID,2023-01-10 14:05:07,-9.1061,124.8925,74.12,87,62,2.35
409,Severo-Kurilsk,RU,2023-01-10 14:05:07,50.6789,156.125,21.99,76,90,7.4
410,Gogrial,SS,2023-01-10 14:05:08,8.5332,28.1004,92.64,14,20,7.09
411,Rupert,US,2023-01-10 14:05:08,42.6191,-113.6772,32.9,99,100,3.58
412,Sao Joao Da Barra,BR,2023-01-10 14:03:48,-21.6403,-41.0511,75.47,89,100,6.04
413,Cam Ranh,VN,2023-01-10 14:06:10,11.9214,109.1591,73.36,94,75,4.61
414,Muyezerskiy,RU,2023-01-10 14:06:10,63.9333,31.65,8.06,93,100,9.69
415,Sumy,UA,2023-01-10 14:05:12,50.9216,34.8003,18.59,57,97,17.29
416,Zhezkazgan,KZ,2023-01-10 14:06:11,47.8043,67.7144,-9.42,70,0,8.95
417,Gimli,CA,2023-01-10 14:06:12,50.6336,-96.9907,13.01,96,72,8.59
418,Hami,CN,2023-01-10 14:06:12,42.8,93.45,28.06,48,92,3.0
419,Mabaruma,GY,2023-01-10 14:06:13,8.2,-59.7833,79.83,75,99,4.21
420,Raudeberg,NO,2023-01-10 14:06:13,61.9875,5.1352,41.67,20,100,25.08
421,Byron Bay,AU,2023-01-10 14:06:14,-28.65,153.6167,69.94,76,73,11.25
422,Tutoia,BR,2023-01-10 14:06:15,-2.7619,-42.2744,86.2,59,73,14.72
423,Santa Rosa,PH,2023-01-10 14:06:16,14.3122,121.1114,78.78,83,100,7.14
424,West Odessa,US,2023-01-10 14:06:16,31.8424,-102.4988,47.86,54,0,5.75
425,Lucapa,AO,2023-01-10 14:06:17,-8.4192,20.7447,78.37,62,30,5.39
426,Jian,CN,2023-01-10 14:06:17,27.1172,114.9793,55.94,76,0,2.33
427,Mansa,IN,2023-01-10 14:05:41,29.9833,75.3833,58.37,42,0,4.38
428,Chara,RU,2023-01-10 14:06:18,56.9064,118.2631,-2.36,78,11,2.86
429,Astoria,US,2023-01-10 14:06:19,46.1879,-123.8313,48.85,88,0,3.0
430,Tuxpan,MX,2023-01-10 14:06:19,19.55,-103.4,60.57,60,0,3.44
431,Nuuk,GL,2023-01-10 14:04:50,64.1835,-51.7216,21.81,73,20,14.97
432,Bandarbeyla,SO,2023-01-10 14:06:21,9.4942,50.8122,78.28,62,7,12.97
433,Xai-Xai,MZ,2023-01-10 14:06:21,-25.0519,33.6442,81.95,59,0,12.03
434,East London,ZA,2023-01-10 14:06:22,-33.0153,27.9116,79.99,79,0,11.27
435,Salina Cruz,MX,2023-01-10 14:06:22,16.1667,-95.2,75.56,68,0,15.52
436,Pelym,RU,2023-01-10 14:06:23,61.0108,61.9978,0.36,82,100,7.99
437,San Ramon,US,2023-01-10 14:03:52,37.7799,-121.978,54.5,82,100,19.57
438,Chuy,UY,2023-01-10 14:06:24,-33.6971,-53.4616,80.67,48,0,7.56
439,La Ronge,CA,2023-01-10 14:06:24,55.1001,-105.2842,2.32,98,100,2.24
440,Majene,ID,2023-01-10 14:06:25,-3.5403,118.9707,77.72,83,100,4.9
441,Kitakata,JP,2023-01-10 14:06:26,37.65,139.8667,29.34,89,73,7.47
442,Umuarama,BR,2023-01-10 14:06:26,-23.7664,-53.325,79.79,67,18,10.71
443,Hashtrud,IR,2023-01-10 14:06:27,37.4779,47.0508,21.25,80,7,4.29
444,Gravdal,NO,2023-01-10 14:06:27,68.1214,13.5031,39.09,70,75,8.05
445,Acapulco,MX,2023-01-10 14:06:28,16.8634,-99.8901,71.42,83,0,0.0
446,Deming,US,2023-01-10 14:06:28,32.2687,-107.7586,30.09,69,0,4.61
447,Pierre,US,2023-01-10 14:06:29,44.3683,-100.351,24.28,91,0,11.5
448,Miri,MY,2023-01-10 14:03:42,4.4148,114.0089,77.79,85,100,3.27
449,Mangai,CD,2023-01-10 14:06:30,-4.05,19.5333,88.11,47,79,2.46
450,Medea,DZ,2023-01-10 14:06:31,36.2642,2.7539,56.55,52,0,7.54
451,Wronki,PL,2023-01-10 14:06:31,52.7105,16.3804,43.61,88,98,7.81
452,Filingue,NE,2023-01-10 14:06:32,14.3521,3.3168,85.57,11,100,12.64
453,Ukiah,US,2023-01-10 14:06:33,39.1502,-123.2078,51.37,93,100,9.22
454,Broome,US,2023-01-10 14:06:33,42.2506,-75.833,33.85,84,100,10.36
455,Turbat,PK,2023-01-10 14:06:33,26.0023,63.044,74.98,55,1,9.15
456,San Patricio,US,2023-01-10 14:07:34,28.017,-97.5169,62.69,95,1,4.97
457,Sambava,MG,2023-01-10 14:07:34,-14.2667,50.1667,81.05,75,51,6.53
458,Banikoara,BJ,2023-01-10 14:07:35,11.2985,2.4386,89.85,11,76,9.06
459,Estelle,US,2023-01-10 14:07:35,29.8458,-90.1067,54.0,79,0,3.44
460,Alyangula,AU,2023-01-10 14:07:36,-13.8483,136.4192,83.97,78,100,12.91
461,Kasulu,TZ,2023-01-10 14:07:37,-4.5767,30.1025,73.15,68,64,3.29
462,Bandiagara,ML,2023-01-10 14:07:38,14.3501,-3.6104,87.17,12,53,14.63
463,Vostok,RU,2023-01-10 14:07:38,46.4856,135.8833,-2.94,94,64,5.14
464,Rovaniemi,FI,2023-01-10 14:07:39,66.5,25.7167,18.81,86,100,8.05
465,Leh,IN,2023-01-10 14:07:39,34.1667,77.5833,23.27,55,99,3.8
466,Kutahya,TR,2023-01-10 14:07:40,39.4242,29.9833,48.09,49,89,15.88
467,Esperance,AU,2023-01-10 14:07:40,-33.8667,121.9,77.61,46,71,23.8
468,Pathein,MM,2023-01-10 14:07:40,16.7833,94.7333,71.17,75,0,6.64
469,Labuhan,ID,2023-01-10 14:07:41,-6.8844,112.2051,78.82,85,100,6.2
470,Chunoyar,RU,2023-01-10 14:04:12,57.4467,97.3217,-10.68,88,100,12.68
471,Klyuchi,RU,2023-01-10 14:07:41,52.2667,79.1667,-17.54,96,30,7.9
472,Dharmapuri,IN,2023-01-10 14:07:42,12.1333,78.1667,67.82,69,3,3.33
473,Koppa,IN,2023-01-10 14:07:42,13.5304,75.3633,65.07,34,4,3.04
474,Ambulu,ID,2023-01-10 14:07:43,-8.345,113.6058,76.95,88,14,2.89
475,Kviteseid,NO,2023-01-10 14:07:43,59.4022,8.4927,30.96,91,100,2.55
476,Portmore,JM,2023-01-10 14:07:44,17.9702,-76.8672,80.56,78,20,3.44
477,Iisalmi,FI,2023-01-10 14:07:44,63.5592,27.1907,15.91,94,100,8.81
478,Dandong,CN,2023-01-10 14:07:44,40.1292,124.3947,13.21,91,5,2.42
479,Haverfordwest,GB,2023-01-10 14:07:45,51.8017,-4.9691,54.05,95,100,10.0
480,Gillette,US,2023-01-10 14:07:45,44.2911,-105.5022,34.95,73,0,4.0
481,Powell,US,2023-01-10 14:04:33,40.1578,-83.0752,32.65,92,0,5.75
482,Llangefni,GB,2023-01-10 14:07:46,53.2556,-4.3106,57.72,60,100,37.98
483,Ladario,BR,2023-01-10 14:07:46,-19.0047,-57.6017,88.09,58,20,5.75
484,The Pas,CA,2023-01-10 14:07:47,53.8251,-101.2541,12.22,92,100,3.44
485,Piacabucu,BR,2023-01-10 14:07:47,-10.4056,-36.4344,85.77,57,63,12.15
486,Port Hardy,CA,2023-01-10 14:03:25,50.6996,-127.4199,43.47,89,100,17.92
487,Leningradskiy,RU,2023-01-10 14:07:48,69.3833,178.4167,-19.62,98,57,8.86
488,Grants,US,2023-01-10 14:07:48,35.1473,-107.8514,28.63,64,0,4.61
489,Mankapur,IN,2023-01-10 14:07:49,27.0333,82.2333,56.75,39,0,8.05
490,Guiratinga,BR,2023-01-10 14:07:49,-16.3494,-53.7583,74.16,86,100,4.97
491,Harper,LR,2023-01-10 14:07:50,4.375,-7.7169,85.82,62,41,9.89
492,Manta,EC,2023-01-10 14:07:50,-0.95,-80.7333,76.78,78,75,5.75
493,Aksarka,RU,2023-01-10 14:07:51,66.5606,67.7975,-22.38,100,92,2.91
494,Leshukonskoye,RU,2023-01-10 14:07:51,64.8989,45.7622,-2.96,79,85,10.27
495,Safford,US,2023-01-10 14:07:52,32.834,-109.7076,53.11,80,0,0.0
496,Huangmei,CN,2023-01-10 14:07:52,30.1924,116.025,49.42,59,0,5.37
497,Monrovia,LR,2023-01-10 14:07:52,6.3005,-10.7969,85.98,61,84,10.98
498,Krasnoselkup,RU,2023-01-10 14:07:53,65.7,82.4667,-45.45,98,45,6.46
499,Vestmannaeyjar,IS,2023-01-10 14:07:53,63.4427,-20.2734,40.19,81,40,23.02
500,Ust-Koksa,RU,2023-01-10 14:07:54,50.2696,85.6108,15.24,96,100,3.83
501,Woodward,US,2023-01-10 14:03:11,36.4337,-99.3904,38.32,56,0,0.0
502,Lawrenceburg,US,2023-01-10 14:07:54,38.0373,-84.8966,37.98,76,100,7.0
503,Vila,PT,2023-01-10 14:07:55,42.0304,-8.1588,45.48,96,100,6.22
504,Manzanillo,CU,2023-01-10 14:07:55,20.3433,-77.1167,76.55,73,3,9.84
505,Taoudenni,ML,2023-01-10 14:08:56,22.6783,-3.9836,76.24,9,77,15.68
506,Panaba,MX,2023-01-10 14:08:56,21.2833,-88.2667,72.14,84,8,5.01
507,The Valley,AI,2023-01-10 14:08:57,18.217,-63.0578,82.09,74,40,14.97
508,Dafeng,CN,2023-01-10 14:08:57,23.4517,108.5881,63.39,77,100,2.28
509,Kuching,MY,2023-01-10 14:08:57,1.55,110.3333,79.21,90,40,1.14
510,Yining,CN,2023-01-10 14:08:58,29.0361,114.5636,51.06,72,0,2.28
511,Kamenka,RU,2023-01-10 14:08:58,51.3223,42.7678,1.27,83,5,10.58
512,San Guillermo,PH,2023-01-10 14:08:59,16.7254,121.8098,68.7,91,100,3.71
513,Vitim,RU,2023-01-10 14:08:59,59.4511,112.5578,2.97,97,100,4.45
514,Mahon,ES,2023-01-10 14:09:00,39.8885,4.2658,57.76,67,75,4.61
515,Paducah,US,2023-01-10 14:09:00,37.0834,-88.6001,43.61,86,0,6.91
516,Hwange,ZW,2023-01-10 14:06:44,-18.3693,26.5019,83.01,55,98,4.61
517,Cayce,US,2023-01-10 14:09:01,33.9657,-81.074,40.78,93,40,0.0
518,San Quintin,MX,2023-01-10 14:09:01,30.4833,-115.95,56.35,71,100,3.24
519,Guayaramerin,BO,2023-01-10 14:09:02,-10.8368,-65.3614,83.66,66,93,5.28
520,Hay River,CA,2023-01-10 14:09:02,60.8156,-115.7999,8.56,85,100,4.61
521,Myaundzha,RU,2023-01-10 14:09:03,63.0494,147.1858,-50.04,100,59,1.86
522,Nanakuli,US,2023-01-10 14:09:03,21.3906,-158.1547,71.55,68,75,3.44
523,Opuwo,NA,2023-01-10 14:09:03,-18.0607,13.84,90.14,20,88,10.98
524,Ballina,AU,2023-01-10 14:09:04,-28.8667,153.5667,70.02,91,79,11.79
525,Damara,CF,2023-01-10 14:09:04,4.9608,18.7035,98.8,11,83,5.57
526,Curup,ID,2023-01-10 14:09:05,-3.4667,102.5333,69.4,99,80,2.39
527,Filimonovo,RU,2023-01-10 14:09:05,56.2011,95.4611,-9.33,80,28,13.49
528,Lata,PT,2023-01-10 14:09:06,40.1629,-8.3327,60.08,79,100,2.82
529,Mandan,US,2023-01-10 14:09:06,46.8267,-100.8896,16.81,92,0,4.61
530,Jega,NG,2023-01-10 14:09:07,12.2175,4.3792,89.76,11,84,14.25
531,Maloy,NO,2023-01-10 14:09:07,61.9353,5.1136,42.53,20,100,24.74
532,Talara,PE,2023-01-10 14:09:07,-4.5772,-81.2719,75.96,64,0,9.22
533,Yatou,CN,2023-01-10 14:09:08,37.15,122.3833,32.76,74,1,3.65
534,Faya,SA,2023-01-10 14:09:08,18.3851,42.4509,59.52,64,21,9.26
535,Goksun,TR,2023-01-10 14:09:09,38.021,36.4973,36.7,37,12,3.2
536,Nanlong,CN,2023-01-10 14:09:09,31.3533,106.0631,53.65,68,34,3.91
537,Khorramshahr,IR,2023-01-10 14:09:10,30.4397,48.1664,55.35,60,14,14.32
538,Omboue,GA,2023-01-10 14:09:10,-1.5746,9.2618,84.42,64,44,9.8
539,Hirara,JP,2023-01-10 14:09:11,24.8,125.2833,70.39,67,95,17.76
540,Port Moresby,PG,2023-01-10 14:09:11,-9.4431,147.1797,77.94,83,100,3.38
541,Ostrovnoy,RU,2023-01-10 14:09:12,68.0531,39.5131,15.39,90,100,32.55
542,Alabaster,US,2023-01-10 14:05:38,33.2443,-86.8164,45.41,92,0,3.44
543,Piranhas,BR,2023-01-10 14:09:12,-16.4269,-51.8222,71.35,95,100,0.63
544,Shiraoi,JP,2023-01-10 14:09:13,42.55,141.35,24.58,69,13,8.48
545,Ponta Delgada,PT,2023-01-10 14:09:13,37.7333,-25.6667,63.32,77,20,11.5
546,Nefteyugansk,RU,2023-01-10 14:09:14,61.0998,72.6035,-36.06,99,8,5.08
547,Arlit,NE,2023-01-10 14:09:15,18.7369,7.3853,76.32,10,9,5.37
548,Karpathos,GR,2023-01-10 14:09:15,35.507,27.2132,64.36,82,75,31.07
549,Kiunga,PG,2023-01-10 14:10:16,-6.1219,141.2906,74.1,99,100,1.59
550,Urengoy,RU,2023-01-10 14:10:16,65.9667,78.3667,-38.94,96,9,8.59
551,Verkh-Suetka,RU,2023-01-10 14:10:17,53.3,80.05,-16.46,98,100,10.65
552,Emerald,AU,2023-01-10 14:10:17,-23.5333,148.1667,76.33,91,96,9.95
553,Molos,GR,2023-01-10 14:10:18,38.8167,22.65,60.76,72,100,1.99
554,Tambovka,RU,2023-01-10 14:10:18,50.0969,128.0489,-8.34,100,53,3.74
555,Veraval,IN,2023-01-10 14:10:18,20.9,70.3667,74.16,67,0,5.08
556,Hambantota,LK,2023-01-10 14:06:15,6.1241,81.1185,80.94,78,20,4.61
557,Santa Maria,BR,2023-01-10 14:07:04,-29.6842,-53.8069,91.62,31,10,2.84
558,Kungurtug,RU,2023-01-10 14:10:19,50.5994,97.5228,12.31,88,83,2.95
